artist_name,song_title,spotify_id,spotify_song,spotify_artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Billy Burnette,Don't Say No,,,,,,,,,,,,,,,,
Billy Squier,My Kinda Lover,6g14FUj5zU9FDRwBi963vS,My Kinda Lover - Remastered,Billy Squier,0.468,0.534,213533.0,0.461,6.43e-05,9.0,0.036,-6.603,0.0,0.0361,95.105,4.0,0.783
Billy Squier,The Stroke,52KvuGmgcgRdrLMXOtda0E,The Stroke - Remastered,Billy Squier,0.62,0.67,217613.0,0.591,0.0,7.0,0.373,-6.012,1.0,0.0646,91.439,4.0,0.8
Billy Squier,In The Dark,2dgjjOdz8qnGXLos9xbNNV,In The Dark - Remastered,Billy Squier,0.151,0.54,250067.0,0.83,2.8e-06,4.0,0.589,-4.997,0.0,0.0348,112.469,4.0,0.553
Bruce Springsteen,Fade Away,1nnhJRPj841KPX46NapQy0,Fade Away,Bruce Springsteen,0.0191,0.562,281360.0,0.506,2.31e-06,2.0,0.33,-9.148,1.0,0.0257,105.745,4.0,0.715
Rick Springfield,State Of the Heart,5EnQ2C6iR3qRVsdbFKAoGE,State of the Heart,Rick Springfield,0.0147,0.662,242107.0,0.462,1.67e-06,2.0,0.383,-15.808,1.0,0.0287,107.556,4.0,0.621
Rick Springfield,Celebrate Youth,2r3KsOSz0BvLkzsGUy5YdV,Celebrate Youth,Rick Springfield,0.00265,0.61,232840.0,0.895,0.000394,0.0,0.404,-12.273,0.0,0.0411,109.663,4.0,0.75
Ringo Starr,No No Song/snookeroo,2YnZugg0pdEkAtSHR4dwFo,No-No Song,Ringo Starr,0.133,0.902,154693.0,0.534,0.0,0.0,0.084,-13.736,1.0,0.106,118.766,4.0,0.917
Starship,Before I Go,5yYYnayajHu9jM6CPo3NmO,Before I Go,Starship,0.124,0.744,314853.0,0.816,0.0,9.0,0.343,-4.968,1.0,0.0367,115.388,4.0,0.623
Starship,Tomorrow Doesn't Matter Tonight,5P9h9gQlq8CFLRWI4e94ei,Tomorrow Doesn't Matter Tonight,Starship,0.317,0.627,221840.0,0.877,1.09e-05,5.0,0.0613,-4.151,0.0,0.0379,102.809,4.0,0.365
Starship,Sara,0HzjKCZmFhwcO2vnnHpj9q,Sara,Starship,0.352,0.642,292800.0,0.805,1.02e-06,10.0,0.118,-5.675,1.0,0.0336,100.273,4.0,0.365
Starship,We Built This City,6OnfBiiSc9RGKiBKKtZXgQ,We Built This City,Starship,0.052,0.661,296080.0,0.908,0.0,5.0,0.0708,-4.897,1.0,0.039,144.091,4.0,0.656
The Statler Brothers,I'll Go To My Grave Loving You,2L7gxas3wBuSL1njfvSo1p,I'll Go To My Grave Loving You,The Statler Brothers,0.858,0.606,168067.0,0.425,2.02e-05,10.0,0.119,-11.671,1.0,0.025,95.807,4.0,0.791
The Statler Brothers,Flowers On The Wall,7ledv9CTjqdwnvHgRmETyZ,Flowers On the Wall,The Statler Brothers,0.792,0.784,138800.0,0.451,4.09e-05,8.0,0.115,-11.225,0.0,0.0723,100.303,4.0,0.78
The Statler Brothers,Bed Of Rose's,7GJHKjgG9MZEAbTc0xCN7K,Bed Of Rose's,The Statler Brothers,0.421,0.768,148400.0,0.491,0.0,9.0,0.114,-10.628,1.0,0.033,102.802,4.0,0.955
Steelheart,She's Gone (Lady),,,,,,,,,,,,,,,,
Steelheart,I'll Never Let You Go,2GeCfHlX5hfFKcy1aICNwR,I'll Never Let You Go,STEELHEART,0.0119,0.341,306560.0,0.651,0.148,1.0,0.0875,-9.829,1.0,0.0423,143.934,4.0,0.31
Steely Dan,Black Friday,1kn4dN91ha8qZS3pPYqjug,Black Friday,Steely Dan,0.00866,0.528,221200.0,0.694,0.000189,11.0,0.141,-12.294,0.0,0.057,131.287,4.0,0.716
Steely Dan,The Fez,1FLQYGTaDYzGjpP9c82Q1G,The Fez,Steely Dan,0.247,0.565,241267.0,0.782,0.827,9.0,0.611,-9.173,0.0,0.0295,98.672,4.0,0.867
Steely Dan,Kid Charlemagne,3sqNXrDvCy4nid6XbaA2Cg,Kid Charlemagne,Steely Dan,0.272,0.546,278800.0,0.697,0.00558,0.0,0.649,-9.667,1.0,0.0631,96.752,4.0,0.755
Steely Dan,Josie,2P6eZ3eCyWVhEhGNqMFBLv,Josie,Steely Dan,0.257,0.744,270800.0,0.399,0.000251,2.0,0.057,-11.141,1.0,0.0406,121.827,4.0,0.597
Steely Dan,Peg,5DQAHkO9U4IZIombHefcqK,Peg,Steely Dan,0.0608,0.797,240293.0,0.566,0.000362,7.0,0.14,-11.132,1.0,0.0321,116.976,4.0,0.939
Steely Dan,Deacon Blues,7Hx2EA4wGaxtsiZCVVLV1i,Deacon Blues,Steely Dan,0.437,0.75,456640.0,0.58,0.000472,0.0,0.105,-12.475,1.0,0.0355,115.871,4.0,0.614
Steely Dan,Pretzel Logic,2TDqa2yNF9qhSmP8gqcleE,Pretzel Logic,Steely Dan,0.62,0.605,270533.0,0.443,0.0169,9.0,0.205,-12.096,0.0,0.0428,96.333,4.0,0.654
Stephen Stills,Sit Yourself Down,5On3jW8UBfuYJtdqyY9hNQ,Sit Yourself Down,Stephen Stills,0.0564,0.296,185493.0,0.545,9.68e-06,7.0,0.11,-13.079,1.0,0.0372,87.857,4.0,0.707
Steely Dan,Rikki Don't Lose That Number,18a9EGG4xhRELv7bgAw5hb,Rikki Don't Lose That Number,Steely Dan,0.518,0.656,271093.0,0.462,0.000137,11.0,0.091,-14.072,0.0,0.0373,116.049,4.0,0.642
Stephen Stills,Love The One You're With,3NNkJwiHucP5QyUEAIMXra,Love the One You're With,Stephen Stills,0.0281,0.567,185587.0,0.65,4.03e-06,0.0,0.107,-6.924,1.0,0.0325,97.279,4.0,0.146
Steppenwolf,Move Over,6RbvfVblYgW4cL53sWAhE7,Move Over,Steppenwolf,0.111,0.479,173440.0,0.709,0.0391,5.0,0.173,-14.256,1.0,0.0308,133.905,4.0,0.963
Cat Stevens,Peace Train,1ppuHX1oVMku5LTL0swNZP,Peace Train,Yusuf / Cat Stevens,0.119,0.61,251333.0,0.582,3.76e-05,0.0,0.12,-10.422,1.0,0.044,82.492,4.0,0.781
Al Stewart,Year Of The Cat,7MTX3vevnm41xuEoPxWT3j,Year of the Cat,Al Stewart,0.016,0.54,400067.0,0.634,0.0098,4.0,0.118,-9.165,0.0,0.0346,116.461,4.0,0.546
Cat Stevens,Sitting,1yoXEeNOGWfI4AJoYLEPpb,Sitting,Yusuf / Cat Stevens,0.434,0.679,194933.0,0.776,0.0,9.0,0.193,-7.97,0.0,0.0343,117.789,4.0,0.776
Cat Stevens,Another Saturday Night,3ekij6XVw1F5dFX9oLvNU0,Another Saturday Night,Yusuf / Cat Stevens,0.642,0.754,150360.0,0.862,1.44e-05,5.0,0.0571,-7.109,1.0,0.117,139.991,4.0,0.965
Cat Stevens,Morning Has Broken,3BqqF8suAIzW8655yJfcvh,Morning Has Broken,Yusuf / Cat Stevens,0.622,0.424,200000.0,0.321,0.0196,7.0,0.0903,-13.162,1.0,0.0312,133.126,3.0,0.405
Al Stewart,On The Border,4VzweaqBuc7LT6yluAt5Ol,On the Border,Al Stewart,0.0813,0.5,202307.0,0.664,9.6e-06,6.0,0.0804,-10.935,0.0,0.0332,98.058,4.0,0.62
Cat Stevens,Two Fine People,6nbWsD9NuzBYxn52iRLRBL,Two Fine People,Yusuf / Cat Stevens,0.458,0.688,215840.0,0.686,7.24e-05,9.0,0.2,-8.64,1.0,0.0743,150.14,4.0,0.757
Cat Stevens,Moon Shadow,4xUlOxwGkdhsQuirAp5RfV,Moonshadow,Yusuf / Cat Stevens,0.712,0.641,172533.0,0.297,7.78e-05,2.0,0.122,-11.316,1.0,0.0319,130.658,4.0,0.511
Cat Stevens,Ready,3kHifL7QKpa4bc9xmda1Gf,Ready,Yusuf / Cat Stevens,0.199,0.707,198760.0,0.864,0.0,11.0,0.079,-6.308,1.0,0.0279,101.09,4.0,0.905
Cat Stevens,Oh Very Young,7eiNxeOC8dvYAJWgTOu6xn,Oh Very Young,Yusuf / Cat Stevens,0.696,0.728,156773.0,0.413,0.000398,9.0,0.0861,-11.188,1.0,0.0372,111.038,4.0,0.655
Al Stewart,Song On The Radio,477NR3TPQPWYPj7e1FHFpk,Song on the Radio,Al Stewart,0.0282,0.658,385880.0,0.706,0.000715,5.0,0.144,-7.693,1.0,0.03,120.185,4.0,0.673
Al Stewart,Time Passages,5zVKisBri6JH1fooBhUaVq,Time Passages,Al Stewart,0.357,0.694,403040.0,0.649,0.00258,3.0,0.0868,-7.176,1.0,0.0281,111.98,4.0,0.603
Rod Stewart,Ain't Love A Bitch,12myqPkW3bmux5bPISk9GC,Ain't Love a Bitch - 2008 Remaster,Rod Stewart,0.22,0.614,279707.0,0.661,0.000227,9.0,0.0915,-9.663,0.0,0.0313,124.027,4.0,0.65
Rod Stewart,Tonight's The Night (Gonna Be Alright),10LRRKPmx8uHcSxLVWK0ct,Tonight's the Night (Gonna Be Alright) - 2009 Remaster,Rod Stewart,0.336,0.55,237120.0,0.514,0.125,11.0,0.382,-12.617,1.0,0.0523,136.542,3.0,0.724
Rod Stewart,Have I Told You Lately,6mIY6O7uNGgVqOoX70UAYh,Have I Told You Lately - 2008 Remaster,Rod Stewart,0.498,0.523,241507.0,0.366,0.0,10.0,0.094,-14.069,1.0,0.0331,142.814,4.0,0.291
Rod Stewart,If We Fall In Love Tonight,3yhHZaToQ3ZxN1A4GzByZR,If We Fall in Love Tonight,Rod Stewart,0.505,0.677,340507.0,0.572,0.0,1.0,0.0732,-11.266,1.0,0.0388,87.913,4.0,0.455
Rod Stewart,The First Cut Is The Deepest,3FeYjbIVqvAhuTcwsE6K3v,The First Cut Is the Deepest,Rod Stewart,0.316,0.546,271200.0,0.627,0.00114,0.0,0.096,-9.037,1.0,0.0244,81.278,4.0,0.764
Rod Stewart,Crazy About Her,60tCUGmI1Yhz5gLjXhplXx,Crazy About Her - 2008 Remaster,Rod Stewart,0.0507,0.74,299093.0,0.628,7.63e-05,7.0,0.297,-14.553,0.0,0.0401,107.873,4.0,0.755
Rod Stewart,My Heart Can't Tell You No,3rH7QUEegeLqhXXR5fmasz,My Heart Can't Tell You No,Young Sexy Turks,0.493,0.698,311998.0,0.469,1.57e-06,4.0,0.0336,-13.192,0.0,0.0242,90.99,4.0,0.525
Rod Stewart,Forever Young,6y4OjcEz7LMrdVGODrcAIv,Forever Young,Rod Stewart,0.0934,0.602,248000.0,0.493,0.00251,4.0,0.28,-17.899,1.0,0.0279,101.941,4.0,0.505
Rod Stewart,Some Guys Have All The Luck,53Eqyg5eFqyuUCaSwozq4f,Some Guys Have All the Luck,Rod Stewart,0.136,0.751,274307.0,0.617,2.21e-05,2.0,0.0504,-15.103,1.0,0.039,126.3,4.0,0.907
Rod Stewart,All Right Now,3rQF4Tjg8S3qtwaX4ZOcIU,All Right Now - 2008 Remaster,Rod Stewart,0.0516,0.683,282267.0,0.694,0.0541,1.0,0.122,-15.984,1.0,0.0347,123.741,4.0,0.668
Rod Stewart,Infatuation,0SO4oJBmDNjniJwjlHaIhO,Infatuation - 2008 Remaster,Rod Stewart,0.0665,0.707,313160.0,0.806,0.00212,11.0,0.097,-8.002,0.0,0.0306,107.152,4.0,0.775
Rod Stewart,Your Song,5InV2KTsTFFxpk4oWHKiyE,You're In My Heart (The Final Acclaim),Rod Stewart,0.643,0.553,270960.0,0.328,0.0,9.0,0.109,-10.797,1.0,0.0341,103.472,4.0,0.345
Rod Stewart,Young Turks,5n1amEDwVKucAGMqePk9yN,Young Turks - 2008 Remaster,Rod Stewart,0.274,0.641,302413.0,0.821,0.487,5.0,0.138,-8.783,0.0,0.0325,161.143,4.0,0.705
Rod Stewart,How Long,4c2Y6CSbllwlutw5bKaUtK,How Long - 2008 Remaster,Rod Stewart,0.286,0.69,254307.0,0.821,0.0613,5.0,0.422,-5.423,0.0,0.0267,116.663,4.0,0.794
Rod Stewart,The Motown Song,53Ttk5sOEtlJvOZmv16aQn,The Motown Song (with The Temptations) - 2008 Remaster,Rod Stewart,0.155,0.654,238013.0,0.837,0.0,9.0,0.113,-6.121,1.0,0.0456,116.003,4.0,0.777
Rod Stewart,Broken Arrow,2AqYChOhWOS3MQWqQPH2z1,Broken Arrow,Rod Stewart,0.364,0.569,261093.0,0.486,0.000326,2.0,0.267,-10.64,1.0,0.0248,83.213,4.0,0.509
Rod Stewart,Rhythm Of My Heart,6pceknxOgA22HKs99yPEm1,Rhythm of My Heart,Rod Stewart,0.0621,0.582,254867.0,0.54,0.0,1.0,0.178,-11.021,1.0,0.0321,94.955,4.0,0.433
Stephen Stills,It Doesn't Matter,09ZMRtmz0YQnX7X91IY7Ph,It Doesn't Matter,Stephen Stills,0.389,0.673,150533.0,0.767,1.05e-06,9.0,0.121,-9.466,0.0,0.0423,115.503,4.0,0.536
Sting,Englishman In New York,4KFM3A5QF2IMcc6nHsu3Wp,Englishman In New York,Sting,0.396,0.674,267267.0,0.347,1.05e-05,9.0,0.0916,-17.707,1.0,0.0364,102.013,4.0,0.647
Sting,Be Still My Beating Heart,58me6gfG81fNG4v3dpRhh5,Be Still My Beating Heart,Sting,0.266,0.659,334133.0,0.468,0.000525,7.0,0.0427,-16.647,1.0,0.0395,101.422,4.0,0.505
Stephen Stills-Manassas,Rock And Roll Crazies,4GPugGyDF50PVFI6rRxz2i,Rock and Roll Crazies / Cuban Bluegrass,Stephen Stills,0.0991,0.418,211933.0,0.832,0.0158,9.0,0.67,-10.023,1.0,0.0519,155.636,4.0,0.685
Sting Featuring Cheb Mami,Desert Rose,4WhyHQ2BXi2VU1iaFbF6jv,Desert Rose,Sting,0.0143,0.577,285893.0,0.654,0.0,0.0,0.114,-7.9,0.0,0.0321,111.993,4.0,0.13
Sting,If I Ever Lose My Faith In You,05vL56xSoxthM0r7IfcQjo,If I Ever Lose My Faith In You,Sting,0.00952,0.575,270533.0,0.727,0.00754,2.0,0.054,-9.539,1.0,0.0281,97.995,4.0,0.504
Sting,When We Dance,4rwjuEJmy7XfPcDQZmSmpX,When We Dance,Sting,0.709,0.65,256707.0,0.323,0.0768,11.0,0.0829,-10.954,1.0,0.0258,84.02,4.0,0.318
Sting,Nothing 'Bout Me,7jZEFpKZ7w0RaKjtFcXaaz,Epilogue (Nothing 'Bout Me),Sting,0.32,0.683,221867.0,0.696,0.0224,8.0,0.119,-9.01,1.0,0.0948,96.953,4.0,0.205
Sting,Fields Of Gold,0I1DJdLt9BKOb7GWmWxCjo,Fields Of Gold,Sting,0.372,0.651,222120.0,0.339,0.0141,2.0,0.0739,-11.917,1.0,0.0246,103.996,4.0,0.32
Sting,All This Time,2cu8WtQZdxGe3lbetlzeNe,All This Time,Sting,0.0852,0.637,294333.0,0.463,0.000132,2.0,0.0483,-13.122,1.0,0.0337,127.084,4.0,0.451
Sting,Fortress Around Your Heart,06IsyJksK6vgJX66rU77Ij,Fortress Around Your Heart,Sting,0.294,0.681,279693.0,0.476,6.18e-06,7.0,0.079,-15.447,1.0,0.0294,120.535,4.0,0.668
The Turtles,Lady-O,5ENPFf3Q9qRXHVv5jSRLxS,Lady-O - Remastered,The Turtles,0.8,0.238,172294.0,0.139,0.022,7.0,0.114,-14.901,1.0,0.0322,92.408,4.0,0.186
The Turtles,You Baby,6o2FF4ArSHzLaLNxWxUndK,You Baby,The Turtles,0.0431,0.547,138493.0,0.766,0.144,11.0,0.184,-5.706,1.0,0.0775,135.263,4.0,0.886
Sting,Russians,0MBYW7CcBJmsY3HTP05VQg,Russians,Sting,0.458,0.437,238267.0,0.282,0.0,0.0,0.18,-17.567,0.0,0.035,115.517,4.0,0.198
Sting,Love Is The Seventh Wave,2tnlTf2pIIYlQtUAo5AbNE,Love Is The Seventh Wave,Sting,0.284,0.55,212400.0,0.465,0.0,7.0,0.0684,-16.189,1.0,0.0373,81.332,4.0,0.872
Sting,If You Love Somebody Set Them Free,5Xhqe9xu6bKRSqLj1mS1SB,If You Love Somebody Set Them Free,Sting,0.137,0.627,256227.0,0.849,0.0,9.0,0.319,-10.61,0.0,0.0309,125.058,4.0,0.817
George Strait,"Easy Come, Easy Go",0hqXlHVE94CTwXXWRdikbY,"Easy Come, Easy Go",George Strait,0.584,0.811,184960.0,0.371,0.0019,2.0,0.062,-14.992,1.0,0.0328,106.682,4.0,0.745
George Strait,We Really Shouldn't Be Doing This,5zABXdMnOiMwq2OPoQwceb,We Really Shouldn't Be Doing This,George Strait,0.331,0.684,143733.0,0.814,0.00049,6.0,0.357,-7.668,1.0,0.0307,146.905,4.0,0.961
George Strait,I Just Want To Dance With You,4cdAXfguhQHYFkvuuzye1m,I Just Want To Dance With You,George Strait,0.439,0.715,210867.0,0.469,8.69e-05,0.0,0.104,-8.674,1.0,0.0279,113.991,4.0,0.502
George Strait,Go On,5E7G70M1ARuOV97qrXTkSD,You Look So Good In Love,George Strait,0.52,0.637,177160.0,0.268,4.55e-06,9.0,0.0826,-14.594,1.0,0.0286,114.366,3.0,0.294
George Strait,If You Can Do Anything Else,1PmJcgLwG1wRC5qMdjogRD,If You Can Do Anything Else,George Strait,0.601,0.681,246667.0,0.62,0.000318,3.0,0.128,-7.68,1.0,0.0268,116.983,4.0,0.482
George Strait,One Night At A Time,0MPKiPO83oR1XoLWLMb7bD,One Night At A Time,George Strait,0.439,0.696,230933.0,0.482,0.0023,4.0,0.0651,-11.811,1.0,0.0258,113.001,4.0,0.513
George Strait,The Best Day,5ApdBBa3MtTzpF0MbpB2NG,The Best Day,George Strait,0.676,0.647,204067.0,0.49,0.0,9.0,0.231,-5.044,1.0,0.0288,132.336,4.0,0.298
George Strait,What Do You Say To That,6WLe7a3YFhYYLn9elhytsJ,What Do You Say To That,George Strait,0.454,0.613,180067.0,0.426,3.65e-05,11.0,0.116,-7.92,1.0,0.023,93.981,4.0,0.509
George Strait,Meanwhile,58cy25QMhRxpDpYWaEsTRZ,Meanwhile,George Strait,0.0396,0.518,210440.0,0.459,0.00116,7.0,0.145,-6.289,1.0,0.0283,124.126,3.0,0.165
Stray Cats,Stray Cat Strut,5yogRsv5ggT6iCnFgvdpho,Stray Cat Strut,Stray Cats,0.0957,0.679,198000.0,0.609,0.00113,0.0,0.0474,-9.482,0.0,0.0347,132.467,4.0,0.695
Stray Cats,Rock This Town,2SknHmwY6GiOv6aK7YRahd,Rock This Town,Stray Cats,0.104,0.254,207000.0,0.853,0.0,2.0,0.242,-10.218,1.0,0.0517,201.952,4.0,0.711
Barbra Streisand,He Touched Me,41nHzM661MpSZ2pVIXdZhB,He Touched Me,Barbra Streisand,0.916,0.243,189573.0,0.347,0.0,8.0,0.178,-9.947,1.0,0.0327,102.429,4.0,0.201
Barbra Streisand,Somewhere,2mMgy7j53y0julP4fNWdNu,Somewhere (feat. Josh Groban),Barbra Streisand,0.935,0.242,245320.0,0.263,0.0047,6.0,0.181,-11.182,1.0,0.0328,130.08,3.0,0.0515
Barbra Streisand & Don Johnson,Till I Loved You,4xnp5cvuGKQGwuIRHCTUzh,Till I Loved You (feat. Don Johnson),Barbra Streisand,0.618,0.526,256627.0,0.459,1.86e-06,7.0,0.137,-8.205,1.0,0.0258,107.155,4.0,0.338
Barbra Streisand,My Heart Belongs To Me,7u2FvRYl39hmNHklBlsjkm,My Heart Belongs to Me,Barbra Streisand,0.743,0.274,201160.0,0.209,6.84e-06,0.0,0.183,-15.723,0.0,0.0328,139.316,4.0,0.297
Barbra Streisand,Kiss Me In The Rain,4sXt4EiUMTpfa5GNUXU2hi,Kiss Me In the Rain,Barbra Streisand,0.726,0.338,260800.0,0.342,0.0,7.0,0.137,-14.583,1.0,0.0434,133.214,4.0,0.265
The Stylistics,Break Up To Make Up,3TxCVEadoqOUUxDp9gTh2H,Break Up To Make Up,The Stylistics,0.883,0.583,239840.0,0.301,0.0,4.0,0.334,-10.598,1.0,0.0243,79.364,3.0,0.337
Cynthia,Break Up To Make Up,2Q4MyAQ4oIStlckiGhVsD4,Break Up To Make Up,Cynthia,0.522,0.4,237093.0,0.28,0.0,4.0,0.193,-13.412,1.0,0.0343,121.488,4.0,0.149
The Stylistics,I'm Stone In Love With You,6WdhPUH1mvuvtmDjLSSAZn,I’m Stone In Love With You,The Stylistics,0.263,0.598,194240.0,0.56,9.54e-05,10.0,0.43,-10.529,1.0,0.029,110.402,4.0,0.676
Barbra Streisand,Stoney End,5P04XSoLl5FT2Ma5xbgjle,Stoney End,Barbra Streisand,0.0249,0.504,177373.0,0.656,2.07e-05,0.0,0.154,-13.219,1.0,0.0466,120.994,4.0,0.826
The Stylistics,You Are Beautiful,4VxYUGCmYxad58ZA0slWnU,You Are Beautiful,The Stylistics,0.561,0.45,197987.0,0.431,2.24e-05,3.0,0.103,-7.232,1.0,0.029,129.098,4.0,0.197
Barbra Streisand,My Man,101tKsNj1azODLsJbZZNiM,My Man,Barbra Streisand,0.844,0.226,131627.0,0.272,0.0,4.0,0.152,-12.476,1.0,0.0337,75.63,4.0,0.142
Barbra Streisand,Why Did I Choose You,0wFZCKRA6ss5kFigKArHuY,Why Did I Choose You,Barbra Streisand,0.962,0.158,168733.0,0.119,7e-05,8.0,0.12,-18.012,1.0,0.0367,168.609,3.0,0.106
The Stylistics,People Make The World Go Round,3Wy3e22QJ8hxgtSqy3R2Ty,People Make The World Go Round,The Stylistics,0.656,0.72,211560.0,0.489,2.35e-06,4.0,0.357,-9.157,0.0,0.0544,83.129,4.0,0.777
The Stylistics,You're A Big Girl Now,4yRTCesMSjXfFqwiRyCbto,You’re A Big Girl Now,The Stylistics,0.204,0.315,164187.0,0.634,0.00143,6.0,0.934,-9.349,1.0,0.0406,141.652,4.0,0.472
"The Stylistics Featuring Russell Thompkins,Jr.","Betcha By Golly, Wow",6TrZdWmmsJTLjkka3tBZwB,"Betcha By Golly, Wow",The Stylistics,0.522,0.347,198920.0,0.53,0.0,3.0,0.298,-7.949,1.0,0.0293,140.899,4.0,0.492
Barbra Streisand,All In Love Is Fair,5M9TH1OD92fWsWqp5we4mY,All in Love Is Fair,Barbra Streisand,0.887,0.263,229507.0,0.266,0.000663,2.0,0.0933,-12.228,1.0,0.0357,84.469,4.0,0.0712
Barbra Streisand,Sweet Inspiration/Where You Lead,2T3R19V9qMiiuRWPor8Axf,Medley: Sweet Inspiration / Where You Lead,Barbra Streisand,0.486,0.443,377573.0,0.619,0.0,10.0,0.329,-11.62,0.0,0.393,126.26,4.0,0.489
Barbra Streisand,"Love Theme From ""Eyes Of Laura Mars"" (Prisoner)",2X51AKflJTB6IVPwrbMtMS,"Prisoner (Love Theme from, ""The Eyes of Laura Mars"")",Barbra Streisand,0.271,0.349,233200.0,0.427,9.73e-05,4.0,0.442,-13.096,0.0,0.0365,126.029,4.0,0.273
Barbra Streisand,"Evergreen (Love Theme From ""A Star Is Born"")",2IcqY68BxP1ONPi3ME6aje,"Evergreen (Love Theme from, ""A Star Is Born"")",Barbra Streisand,0.932,0.335,184800.0,0.303,0.0271,9.0,0.0907,-10.943,1.0,0.0315,114.224,4.0,0.186
Barbra Streisand & Barry Gibb,What Kind Of Fool,0G53BGGaQuFBxRjhRhB2KR,What Kind of Fool,Barbra Streisand,0.651,0.51,244000.0,0.183,1.12e-06,2.0,0.481,-18.678,1.0,0.0348,79.581,4.0,0.151
Barbra Streisand,Promises,2zj2oanLv5B1RwlqIQYrOD,Promises,Barbra Streisand,0.0372,0.679,261040.0,0.388,0.000971,11.0,0.135,-15.87,1.0,0.0369,97.366,4.0,0.72
Barbra Streisand,Woman In Love,1pTGc8pwyo6xtgXBKCBcFn,Woman in Love,Barbra Streisand,0.248,0.469,231840.0,0.278,0.000126,3.0,0.133,-16.311,0.0,0.028,169.735,4.0,0.331
Barbra Streisand & Barry Gibb,Guilty,3FOroRMOMdnkFO2pA4u0GT,Guilty (One In A Million),Barbra Streisand & Barry Gibb,0.499,0.647,262560.0,0.59,1.16e-06,0.0,0.0929,-9.328,1.0,0.0356,150.295,4.0,0.935
The Stylistics,You Make Me Feel Brand New,00CCi9yHJh7NjXcNT565Ja,You Make Me Feel Brand New,The Stylistics,0.847,0.451,288440.0,0.359,2.97e-05,7.0,0.137,-8.567,1.0,0.0247,76.015,4.0,0.178
The Stylistics,Rockin' Roll Baby,0ulsSTSEG65LIPfcFtuxh7,Rockin' Roll Baby,The Stylistics,0.405,0.831,196120.0,0.687,0.000111,2.0,0.032,-9.173,1.0,0.0334,123.659,4.0,0.964
Barbra Streisand,People,0s7UEtczBGK68zYCi1y6W8,People (with Stevie Wonder),Barbra Streisand,0.768,0.481,254853.0,0.436,3.26e-05,7.0,0.0975,-8.299,1.0,0.0281,95.105,4.0,0.27
Styx,Babe,5W7YROOF6bFfBexY81LFjt,Babe,Styx,0.527,0.267,265973.0,0.204,0.0,2.0,0.0924,-13.714,1.0,0.0317,169.486,4.0,0.0903
Styx,Why Me,5TRDExTcoThDZZ1myVFtlo,Why Me,Styx,0.077,0.359,233800.0,0.522,0.000127,2.0,0.299,-10.434,1.0,0.0584,202.446,4.0,0.712
Styx,Don't Let It End,0huaODTI1xKsfJJk8EJEkf,Don't Let It End,Styx,0.318,0.41,296107.0,0.24,2e-06,1.0,0.0741,-14.55,1.0,0.0318,112.808,4.0,0.167
Styx,Mr. Roboto,7C0rG4oWO7VeZcffyW1sK9,Mr. Roboto,Styx,0.186,0.663,328707.0,0.482,0.0,1.0,0.0521,-12.093,1.0,0.0479,144.13,4.0,0.314
Sugar Ray,Every Morning,2ouURa1AIXp3AvkS52Jry5,Every Morning,Sugar Ray,0.0834,0.833,219867.0,0.679,0.00258,8.0,0.0769,-4.496,1.0,0.0365,109.916,4.0,0.975
Styx,Come Sail Away,0PsbWiVtix5FoTZ1s00mEl,Come Sail Away,Styx,0.099,0.324,367000.0,0.335,1.08e-06,0.0,0.0995,-15.595,1.0,0.0355,119.513,4.0,0.141
Donna Summer,Dim All The Lights,27vdeVlzt3VEc82hK39T8B,Dim All The Lights,Donna Summer,0.0332,0.79,280800.0,0.624,0.00115,7.0,0.187,-13.953,1.0,0.0322,120.559,4.0,0.82
Donna Summer,Spring Affair/Winter Melody,1zHOjqf8DqjNq6OB7Y5mrF,Winter Melody,Donna Summer,0.0645,0.607,388467.0,0.498,3.65e-05,7.0,0.0892,-13.751,1.0,0.0332,105.867,4.0,0.382
Donna Summer,Bad Girls,1ibRqifchaAfeNdQGpbRVW,Bad Girls,Donna Summer,0.00387,0.857,295107.0,0.7,0.0164,2.0,0.411,-14.506,0.0,0.0358,120.529,4.0,0.973
Donna Summer,Hot Stuff,2Vnw8zKmjhr1jczUeaqiQg,"Hot Stuff - 12"" Version",Donna Summer,0.00475,0.796,407053.0,0.892,0.0187,0.0,0.0717,-8.31,1.0,0.0333,120.4,4.0,0.965
Donna Summer,Love To Love You Baby,6Szw3sQC5Zssr15AJsUY9J,Love To Love You Baby,Donna Summer,0.292,0.622,1008533.0,0.425,5.73e-05,10.0,0.0498,-16.256,1.0,0.052,96.168,4.0,0.417
Donna Summer,I Love You,2UArFZy4LUwTNFmoklSpvT,I Feel Love - Afrojack Remix,Donna Summer,0.0207,0.574,359520.0,0.995,0.841,7.0,0.18,-3.456,0.0,0.0439,127.996,4.0,0.258
Donna Summer,Rumour Has It,0VNF64BVpiv284gQZQz8N8,Rumour Has It,Donna Summer,0.0109,0.903,294104.0,0.714,0.000187,2.0,0.0745,-12.426,1.0,0.0431,130.669,4.0,0.979
Donna Summer,On The Radio,41v23mPw4Se92JKUGvnkmW,On The Radio,Donna Summer,0.113,0.734,241507.0,0.45,1.13e-05,4.0,0.296,-13.92,0.0,0.035,127.46,4.0,0.595
